加載數據集...
訓練集: 63325個樣本
驗證集: 450個樣本
初始化resnet34模型...
模型參數數量: 21,335,972
開始訓練 resnet34 模型...
訓練設備: cuda
訓練集大小: 63325 樣本
驗證集大小: 450 樣本
批次大小: 64
總訓練批次數: 990
總驗證批次數: 8
總訓練輪數: 20

============================================================
Epoch 1/20 開始
訓練階段:
訓練 Epoch 1/20:  32%|█████████████████████████████████████████▌                                                                                       | 319/990 [00:41<01:19,  8.39it/s, loss=3.4018, acc=7.69%, time=0.118s]
 批次 830/990 | 損失: 2.3162 | 準確率: 0.3309 | 批次時間: 0.121秒
 批次 840/990 | 損失: 2.3153 | 準確率: 0.3311 | 批次時間: 0.121秒
 批次 850/990 | 損失: 2.3142 | 準確率: 0.3312 | 批次時間: 0.121秒
 批次 860/990 | 損失: 2.3135 | 準確率: 0.3315 | 批次時間: 0.121秒
 批次 870/990 | 損失: 2.3104 | 準確率: 0.3320 | 批次時間: 0.121秒
 批次 880/990 | 損失: 2.3088 | 準確率: 0.3323 | 批次時間: 0.121秒
 批次 890/990 | 損失: 2.3070 | 準確率: 0.3325 | 批次時間: 0.121秒
 批次 900/990 | 損失: 2.3041 | 準確率: 0.3333 | 批次時間: 0.121秒
 批次 910/990 | 損失: 2.3024 | 準確率: 0.3337 | 批次時間: 0.121秒
 批次 920/990 | 損失: 2.3003 | 準確率: 0.3342 | 批次時間: 0.190秒
 批次 930/990 | 損失: 2.2987 | 準確率: 0.3344 | 批次時間: 0.121秒
 批次 940/990 | 損失: 2.2975 | 準確率: 0.3347 | 批次時間: 0.121秒
 批次 950/990 | 損失: 2.2961 | 準確率: 0.3353 | 批次時間: 0.121秒
 批次 960/990 | 損失: 2.2950 | 準確率: 0.3357 | 批次時間: 0.121秒
 批次 970/990 | 損失: 2.2917 | 準確率: 0.3365 | 批次時間: 0.121秒
 批次 980/990 | 損失: 2.2886 | 準確率: 0.3371 | 批次時間: 0.121秒
 批次 990/990 | 損失: 2.2864 | 準確率: 0.3375 | 批次時間: 0.060秒
訓練階段完成 | 平均損失: 2.2864 | 準確率: 0.3375 | 平均批次時間: 0.126秒 | 總時間: 126.77秒

驗證階段:
驗證 Epoch 3/20: 100%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 8/8 [00:00<00:00, 13.08it/s, loss=0.6457, acc=34.00%]
 驗證批次 8/8 | 當前準確率: 0.3400
驗證階段完成 | 平均損失: 1.9889 | 準確率: 0.3400 | 耗時: 0.61秒
學習率從 0.0009755282581475768 調整為 0.0009455032620941839
發現更好的模型! 保存到 checkpoints/resnet34_best.pth
新的最佳驗證準確率: 0.3400
Epoch 3/20 完成 | 總耗時: 127.54秒 | 當前最佳準確率: 0.3400

============================================================
Epoch 4/20 開始
訓練階段:
訓練 Epoch 4/20:  32%|█████████████████████████████████████████▏                                                                                      | 319/990 [00:41<01:23,  8.08it/s, loss=2.0833, acc=41.06%, time=0.121s]
 批次 10/990 | 損失: 2.1117 | 準確率: 0.3719 | 批次時間: 0.121秒
 批次 20/990 | 損失: 2.1256 | 準確率: 0.3680 | 批次時間: 0.121秒
 批次 30/990 | 損失: 2.0915 | 準確率: 0.3745 | 批次時間: 0.192秒
 批次 40/990 | 損失: 2.0644 | 準確率: 0.3844 | 批次時間: 0.121秒
 批次 50/990 | 損失: 2.0509 | 準確率: 0.3884 | 批次時間: 0.121秒
 批次 60/990 | 損失: 2.0413 | 準確率: 0.3958 | 批次時間: 0.121秒
 批次 70/990 | 損失: 2.0514 | 準確率: 0.3911 | 批次時間: 0.121秒
 批次 80/990 | 損失: 2.0436 | 準確率: 0.3955 | 批次時間: 0.121秒
 批次 90/990 | 損失: 2.0436 | 準確率: 0.3948 | 批次時間: 0.121秒
 批次 100/990 | 損失: 2.0388 | 準確率: 0.3969 | 批次時間: 0.121秒
 批次 110/990 | 損失: 2.0374 | 準確率: 0.3963 | 批次時間: 0.121秒
 批次 120/990 | 損失: 2.0385 | 準確率: 0.3954 | 批次時間: 0.121秒
 批次 130/990 | 損失: 2.0432 | 準確率: 0.3941 | 批次時間: 0.190秒
 批次 140/990 | 損失: 2.0319 | 準確率: 0.3978 | 批次時間: 0.122秒
 批次 150/990 | 損失: 2.0295 | 準確率: 0.3989 | 批次時間: 0.121秒
 批次 160/990 | 損失: 2.0250 | 準確率: 0.4015 | 批次時間: 0.121秒
 批次 170/990 | 損失: 2.0246 | 準確率: 0.4010 | 批次時間: 0.121秒
 批次 180/990 | 損失: 2.0201 | 準確率: 0.4030 | 批次時間: 0.121秒
 批次 190/990 | 損失: 2.0189 | 準確率: 0.4039 | 批次時間: 0.121秒
 批次 200/990 | 損失: 2.0159 | 準確率: 0.4058 | 批次時間: 0.121秒
 批次 210/990 | 損失: 2.0150 | 準確率: 0.4057 | 批次時間: 0.121秒
 批次 220/990 | 損失: 2.0153 | 準確率: 0.4057 | 批次時間: 0.121秒
 批次 230/990 | 損失: 2.0121 | 準確率: 0.4069 | 批次時間: 0.207秒
 批次 240/990 | 損失: 2.0114 | 準確率: 0.4064 | 批次時間: 0.121秒
 批次 250/990 | 損失: 2.0073 | 準確率: 0.4074 | 批次時間: 0.121秒
 批次 260/990 | 損失: 2.0078 | 準確率: 0.4078 | 批次時間: 0.121秒
 批次 270/990 | 損失: 2.0048 | 準確率: 0.4082 | 批次時間: 0.121秒
 批次 280/990 | 損失: 2.0022 | 準確率: 0.4094 | 批次時間: 0.121秒
 批次 290/990 | 損失: 1.9999 | 準確率: 0.4095 | 批次時間: 0.121秒
 批次 300/990 | 損失: 2.0005 | 準確率: 0.4094 | 批次時間: 0.121秒
 批次 310/990 | 損失: 1.9987 | 準確率: 0.4095 | 批次時間: 0.121秒
 批次 320/990 | 損失: 1.9967 | 準確率: 0.4106 | 批次時間: 0.121秒
 批次 330/990 | 損失: 1.9949 | 準確率: 0.4109 | 批次時間: 0.194秒
 批次 340/990 | 損失: 1.9903 | 準確率: 0.4123 | 批次時間: 0.121秒
 批次 350/990 | 損失: 1.9856 | 準確率: 0.4135 | 批次時間: 0.121秒
 批次 360/990 | 損失: 1.9890 | 準確率: 0.4128 | 批次時間: 0.121秒
 批次 370/990 | 損失: 1.9917 | 準確率: 0.4122 | 批次時間: 0.121秒
 批次 380/990 | 損失: 1.9918 | 準確率: 0.4119 | 批次時間: 0.122秒
 批次 390/990 | 損失: 1.9919 | 準確率: 0.4118 | 批次時間: 0.121秒
 批次 400/990 | 損失: 1.9898 | 準確率: 0.4124 | 批次時間: 0.121秒
 批次 410/990 | 損失: 1.9878 | 準確率: 0.4124 | 批次時間: 0.121秒
 批次 420/990 | 損失: 1.9859 | 準確率: 0.4130 | 批次時間: 0.121秒
 批次 430/990 | 損失: 1.9844 | 準確率: 0.4137 | 批次時間: 0.196秒
 批次 440/990 | 損失: 1.9861 | 準確率: 0.4132 | 批次時間: 0.121秒
 批次 450/990 | 損失: 1.9846 | 準確率: 0.4134 | 批次時間: 0.121秒
 批次 460/990 | 損失: 1.9850 | 準確率: 0.4137 | 批次時間: 0.121秒
 批次 470/990 | 損失: 1.9836 | 準確率: 0.4144 | 批次時間: 0.121秒
 批次 480/990 | 損失: 1.9832 | 準確率: 0.4145 | 批次時間: 0.121秒
 批次 490/990 | 損失: 1.9829 | 準確率: 0.4145 | 批次時間: 0.121秒
 批次 500/990 | 損失: 1.9794 | 準確率: 0.4153 | 批次時間: 0.121秒
 批次 510/990 | 損失: 1.9779 | 準確率: 0.4158 | 批次時間: 0.121秒
 批次 520/990 | 損失: 1.9764 | 準確率: 0.4161 | 批次時間: 0.121秒
 批次 530/990 | 損失: 1.9739 | 準確率: 0.4167 | 批次時間: 0.193秒
 批次 540/990 | 損失: 1.9728 | 準確率: 0.4169 | 批次時間: 0.121秒
 批次 550/990 | 損失: 1.9704 | 準確率: 0.4175 | 批次時間: 0.121秒
 批次 560/990 | 損失: 1.9694 | 準確率: 0.4176 | 批次時間: 0.121秒
 批次 570/990 | 損失: 1.9691 | 準確率: 0.4177 | 批次時間: 0.121秒
 批次 580/990 | 損失: 1.9676 | 準確率: 0.4177 | 批次時間: 0.121秒
 批次 590/990 | 損失: 1.9665 | 準確率: 0.4184 | 批次時間: 0.121秒
 批次 600/990 | 損失: 1.9651 | 準確率: 0.4190 | 批次時間: 0.121秒
 批次 610/990 | 損失: 1.9621 | 準確率: 0.4199 | 批次時間: 0.121秒
 批次 620/990 | 損失: 1.9609 | 準確率: 0.4201 | 批次時間: 0.121秒
 批次 630/990 | 損失: 1.9578 | 準確率: 0.4211 | 批次時間: 0.195秒
 批次 640/990 | 損失: 1.9575 | 準確率: 0.4217 | 批次時間: 0.121秒
 批次 650/990 | 損失: 1.9589 | 準確率: 0.4217 | 批次時間: 0.121秒
 批次 660/990 | 損失: 1.9581 | 準確率: 0.4217 | 批次時間: 0.121秒
 批次 670/990 | 損失: 1.9580 | 準確率: 0.4218 | 批次時間: 0.121秒
 批次 680/990 | 損失: 1.9580 | 準確率: 0.4219 | 批次時間: 0.121秒
 批次 690/990 | 損失: 1.9583 | 準確率: 0.4218 | 批次時間: 0.121秒
 批次 700/990 | 損失: 1.9572 | 準確率: 0.4221 | 批次時間: 0.121秒
 批次 710/990 | 損失: 1.9557 | 準確率: 0.4223 | 批次時間: 0.121秒
 批次 720/990 | 損失: 1.9560 | 準確率: 0.4225 | 批次時間: 0.121秒
 批次 730/990 | 損失: 1.9538 | 準確率: 0.4231 | 批次時間: 0.194秒
 批次 740/990 | 損失: 1.9518 | 準確率: 0.4238 | 批次時間: 0.121秒
 批次 750/990 | 損失: 1.9498 | 準確率: 0.4240 | 批次時間: 0.121秒
 批次 760/990 | 損失: 1.9495 | 準確率: 0.4242 | 批次時間: 0.121秒
 批次 770/990 | 損失: 1.9493 | 準確率: 0.4244 | 批次時間: 0.121秒
 批次 780/990 | 損失: 1.9480 | 準確率: 0.4248 | 批次時間: 0.122秒
 批次 790/990 | 損失: 1.9458 | 準確率: 0.4252 | 批次時間: 0.121秒
 批次 800/990 | 損失: 1.9458 | 準確率: 0.4252 | 批次時間: 0.121秒
 批次 810/990 | 損失: 1.9439 | 準確率: 0.4256 | 批次時間: 0.121秒
 批次 820/990 | 損失: 1.9427 | 準確率: 0.4256 | 批次時間: 0.121秒
 批次 830/990 | 損失: 1.9415 | 準確率: 0.4258 | 批次時間: 0.194秒
 批次 840/990 | 損失: 1.9402 | 準確率: 0.4261 | 批次時間: 0.121秒
 批次 850/990 | 損失: 1.9395 | 準確率: 0.4262 | 批次時間: 0.121秒
 批次 860/990 | 損失: 1.9386 | 準確率: 0.4263 | 批次時間: 0.122秒
 批次 870/990 | 損失: 1.9370 | 準確率: 0.4267 | 批次時間: 0.121秒
 批次 880/990 | 損失: 1.9355 | 準確率: 0.4271 | 批次時間: 0.121秒
 批次 890/990 | 損失: 1.9348 | 準確率: 0.4272 | 批次時間: 0.121秒
 批次 900/990 | 損失: 1.9342 | 準確率: 0.4271 | 批次時間: 0.121秒
 批次 910/990 | 損失: 1.9327 | 準確率: 0.4272 | 批次時間: 0.121秒
 批次 920/990 | 損失: 1.9319 | 準確率: 0.4275 | 批次時間: 0.121秒
 批次 930/990 | 損失: 1.9307 | 準確率: 0.4278 | 批次時間: 0.220秒
 批次 940/990 | 損失: 1.9292 | 準確率: 0.4282 | 批次時間: 0.121秒
 批次 950/990 | 損失: 1.9264 | 準確率: 0.4293 | 批次時間: 0.121秒
 批次 960/990 | 損失: 1.9247 | 準確率: 0.4296 | 批次時間: 0.121秒
 批次 970/990 | 損失: 1.9229 | 準確率: 0.4298 | 批次時間: 0.121秒
 批次 980/990 | 損失: 1.9226 | 準確率: 0.4298 | 批次時間: 0.121秒
 批次 990/990 | 損失: 1.9217 | 準確率: 0.4299 | 批次時間: 0.060秒
訓練階段完成 | 平均損失: 1.9217 | 準確率: 0.4299 | 平均批次時間: 0.127秒 | 總時間: 127.40秒

驗證階段:
驗證 Epoch 4/20: 100%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 8/8 [00:00<00:00, 12.78it/s, loss=0.5625, acc=36.89%]
 驗證批次 8/8 | 當前準確率: 0.3689
驗證階段完成 | 平均損失: 2.0213 | 準確率: 0.3689 | 耗時: 0.63秒
學習率從 0.0009455032620941839 調整為 0.0009045084971874737
發現更好的模型! 保存到 checkpoints/resnet34_best.pth
新的最佳驗證準確率: 0.3689
Epoch 4/20 完成 | 總耗時: 128.19秒 | 當前最佳準確率: 0.3689

============================================================
Epoch 5/20 開始
訓練階段:
訓練 Epoch 5/20:  32%|█████████████████████████████████████████▏                                                                                      | 319/990 [00:41<01:24,  7.96it/s, loss=1.4991, acc=49.60%, time=0.121s]
 批次 10/990 | 損失: 1.6937 | 準確率: 0.5047 | 批次時間: 0.121秒
 批次 20/990 | 損失: 1.6941 | 準確率: 0.4961 | 批次時間: 0.121秒
 批次 30/990 | 損失: 1.6914 | 準確率: 0.4911 | 批次時間: 0.121秒
 批次 40/990 | 損失: 1.6640 | 準確率: 0.5020 | 批次時間: 0.185秒
 批次 50/990 | 損失: 1.6661 | 準確率: 0.4978 | 批次時間: 0.121秒
 批次 60/990 | 損失: 1.6540 | 準確率: 0.4966 | 批次時間: 0.121秒
 批次 70/990 | 損失: 1.6553 | 準確率: 0.4987 | 批次時間: 0.121秒
 批次 80/990 | 損失: 1.6568 | 準確率: 0.4965 | 批次時間: 0.122秒
 批次 90/990 | 損失: 1.6488 | 準確率: 0.4990 | 批次時間: 0.121秒
 批次 100/990 | 損失: 1.6592 | 準確率: 0.4964 | 批次時間: 0.121秒
 批次 110/990 | 損失: 1.6484 | 準確率: 0.4994 | 批次時間: 0.121秒
 批次 120/990 | 損失: 1.6523 | 準確率: 0.4973 | 批次時間: 0.121秒
 批次 130/990 | 損失: 1.6514 | 準確率: 0.4987 | 批次時間: 0.122秒
 批次 140/990 | 損失: 1.6558 | 準確率: 0.4989 | 批次時間: 0.191秒
 批次 150/990 | 損失: 1.6566 | 準確率: 0.4981 | 批次時間: 0.121秒
 批次 160/990 | 損失: 1.6583 | 準確率: 0.4974 | 批次時間: 0.121秒
 批次 170/990 | 損失: 1.6572 | 準確率: 0.4990 | 批次時間: 0.121秒
 批次 180/990 | 損失: 1.6532 | 準確率: 0.4977 | 批次時間: 0.121秒
 批次 190/990 | 損失: 1.6576 | 準確率: 0.4966 | 批次時間: 0.121秒
 批次 200/990 | 損失: 1.6565 | 準確率: 0.4964 | 批次時間: 0.121秒
 批次 210/990 | 損失: 1.6600 | 準確率: 0.4960 | 批次時間: 0.121秒
 批次 220/990 | 損失: 1.6574 | 準確率: 0.4969 | 批次時間: 0.121秒
 批次 230/990 | 損失: 1.6591 | 準確率: 0.4962 | 批次時間: 0.121秒
 批次 240/990 | 損失: 1.6545 | 準確率: 0.4977 | 批次時間: 0.195秒
 批次 250/990 | 損失: 1.6585 | 準確率: 0.4959 | 批次時間: 0.121秒
 批次 260/990 | 損失: 1.6579 | 準確率: 0.4963 | 批次時間: 0.121秒
 批次 270/990 | 損失: 1.6622 | 準確率: 0.4948 | 批次時間: 0.121秒
 批次 280/990 | 損失: 1.6658 | 準確率: 0.4942 | 批次時間: 0.121秒
 批次 290/990 | 損失: 1.6644 | 準確率: 0.4949 | 批次時間: 0.121秒
 批次 300/990 | 損失: 1.6633 | 準確率: 0.4948 | 批次時間: 0.121秒
 批次 310/990 | 損失: 1.6622 | 準確率: 0.4950 | 批次時間: 0.121秒
 批次 320/990 | 損失: 1.6587 | 準確率: 0.4960 | 批次時間: 0.121秒
 批次 330/990 | 損失: 1.6570 | 準確率: 0.4962 | 批次時間: 0.121秒
 批次 340/990 | 損失: 1.6572 | 準確率: 0.4959 | 批次時間: 0.193秒
 批次 350/990 | 損失: 1.6572 | 準確率: 0.4955 | 批次時間: 0.121秒
 批次 360/990 | 損失: 1.6541 | 準確率: 0.4959 | 批次時間: 0.121秒
 批次 370/990 | 損失: 1.6561 | 準確率: 0.4953 | 批次時間: 0.121秒
 批次 380/990 | 損失: 1.6569 | 準確率: 0.4949 | 批次時間: 0.121秒
 批次 390/990 | 損失: 1.6572 | 準確率: 0.4946 | 批次時間: 0.121秒
 批次 400/990 | 損失: 1.6559 | 準確率: 0.4946 | 批次時間: 0.122秒
 批次 410/990 | 損失: 1.6559 | 準確率: 0.4952 | 批次時間: 0.121秒
 批次 420/990 | 損失: 1.6573 | 準確率: 0.4952 | 批次時間: 0.121秒
 批次 430/990 | 損失: 1.6561 | 準確率: 0.4957 | 批次時間: 0.121秒
 批次 440/990 | 損失: 1.6576 | 準確率: 0.4960 | 批次時間: 0.195秒
 批次 450/990 | 損失: 1.6558 | 準確率: 0.4961 | 批次時間: 0.121秒
 批次 460/990 | 損失: 1.6582 | 準確率: 0.4954 | 批次時間: 0.122秒
 批次 470/990 | 損失: 1.6582 | 準確率: 0.4956 | 批次時間: 0.121秒
 批次 480/990 | 損失: 1.6565 | 準確率: 0.4959 | 批次時間: 0.121秒
 批次 490/990 | 損失: 1.6569 | 準確率: 0.4961 | 批次時間: 0.121秒
 批次 500/990 | 損失: 1.6569 | 準確率: 0.4964 | 批次時間: 0.121秒
 批次 510/990 | 損失: 1.6559 | 準確率: 0.4967 | 批次時間: 0.121秒
 批次 520/990 | 損失: 1.6553 | 準確率: 0.4970 | 批次時間: 0.121秒
 批次 530/990 | 損失: 1.6556 | 準確率: 0.4972 | 批次時間: 0.121秒
 批次 540/990 | 損失: 1.6564 | 準確率: 0.4973 | 批次時間: 0.196秒
 批次 550/990 | 損失: 1.6551 | 準確率: 0.4980 | 批次時間: 0.121秒
 批次 560/990 | 損失: 1.6559 | 準確率: 0.4982 | 批次時間: 0.122秒
 批次 570/990 | 損失: 1.6566 | 準確率: 0.4982 | 批次時間: 0.121秒
 批次 580/990 | 損失: 1.6573 | 準確率: 0.4982 | 批次時間: 0.122秒
 批次 590/990 | 損失: 1.6576 | 準確率: 0.4981 | 批次時間: 0.121秒
 批次 600/990 | 損失: 1.6572 | 準確率: 0.4983 | 批次時間: 0.121秒
 批次 610/990 | 損失: 1.6584 | 準確率: 0.4980 | 批次時間: 0.121秒
 批次 620/990 | 損失: 1.6573 | 準確率: 0.4986 | 批次時間: 0.121秒
 批次 630/990 | 損失: 1.6555 | 準確率: 0.4988 | 批次時間: 0.121秒
 批次 640/990 | 損失: 1.6551 | 準確率: 0.4989 | 批次時間: 0.185秒
 批次 650/990 | 損失: 1.6530 | 準確率: 0.4994 | 批次時間: 0.121秒
 批次 660/990 | 損失: 1.6527 | 準確率: 0.4996 | 批次時間: 0.121秒
 批次 670/990 | 損失: 1.6510 | 準確率: 0.4998 | 批次時間: 0.122秒
 批次 680/990 | 損失: 1.6513 | 準確率: 0.5000 | 批次時間: 0.122秒
 批次 690/990 | 損失: 1.6504 | 準確率: 0.5005 | 批次時間: 0.121秒
 批次 700/990 | 損失: 1.6500 | 準確率: 0.5004 | 批次時間: 0.122秒
 批次 710/990 | 損失: 1.6510 | 準確率: 0.5004 | 批次時間: 0.121秒
 批次 720/990 | 損失: 1.6504 | 準確率: 0.5006 | 批次時間: 0.121秒
 批次 730/990 | 損失: 1.6504 | 準確率: 0.5008 | 批次時間: 0.121秒
 批次 740/990 | 損失: 1.6482 | 準確率: 0.5014 | 批次時間: 0.196秒
 批次 750/990 | 損失: 1.6471 | 準確率: 0.5019 | 批次時間: 0.121秒
 批次 760/990 | 損失: 1.6451 | 準確率: 0.5026 | 批次時間: 0.121秒
 批次 770/990 | 損失: 1.6439 | 準確率: 0.5028 | 批次時間: 0.121秒
 批次 780/990 | 損失: 1.6439 | 準確率: 0.5029 | 批次時間: 0.121秒
 批次 790/990 | 損失: 1.6439 | 準確率: 0.5027 | 批次時間: 0.121秒
 批次 800/990 | 損失: 1.6427 | 準確率: 0.5029 | 批次時間: 0.121秒
 批次 810/990 | 損失: 1.6414 | 準確率: 0.5030 | 批次時間: 0.121秒
 批次 820/990 | 損失: 1.6402 | 準確率: 0.5035 | 批次時間: 0.122秒
 批次 830/990 | 損失: 1.6397 | 準確率: 0.5037 | 批次時間: 0.121秒
 批次 840/990 | 損失: 1.6386 | 準確率: 0.5042 | 批次時間: 0.209秒
 批次 850/990 | 損失: 1.6373 | 準確率: 0.5045 | 批次時間: 0.121秒
 批次 860/990 | 損失: 1.6380 | 準確率: 0.5041 | 批次時間: 0.121秒
 批次 870/990 | 損失: 1.6385 | 準確率: 0.5041 | 批次時間: 0.121秒
 批次 880/990 | 損失: 1.6368 | 準確率: 0.5045 | 批次時間: 0.121秒
 批次 890/990 | 損失: 1.6360 | 準確率: 0.5049 | 批次時間: 0.121秒
 批次 900/990 | 損失: 1.6352 | 準確率: 0.5051 | 批次時間: 0.122秒
 批次 910/990 | 損失: 1.6349 | 準確率: 0.5051 | 批次時間: 0.121秒
 批次 920/990 | 損失: 1.6345 | 準確率: 0.5053 | 批次時間: 0.122秒
 批次 930/990 | 損失: 1.6346 | 準確率: 0.5053 | 批次時間: 0.122秒
 批次 940/990 | 損失: 1.6343 | 準確率: 0.5052 | 批次時間: 0.193秒
 批次 950/990 | 損失: 1.6330 | 準確率: 0.5056 | 批次時間: 0.121秒
 批次 960/990 | 損失: 1.6327 | 準確率: 0.5058 | 批次時間: 0.121秒
 批次 970/990 | 損失: 1.6325 | 準確率: 0.5059 | 批次時間: 0.122秒
 批次 980/990 | 損失: 1.6311 | 準確率: 0.5064 | 批次時間: 0.121秒
 批次 990/990 | 損失: 1.6298 | 準確率: 0.5067 | 批次時間: 0.061秒
訓練階段完成 | 平均損失: 1.6298 | 準確率: 0.5067 | 平均批次時間: 0.127秒 | 總時間: 127.48秒

驗證階段:
驗證 Epoch 5/20: 100%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 8/8 [00:00<00:00, 12.94it/s, loss=0.2493, acc=47.78%]
 驗證批次 8/8 | 當前準確率: 0.4778
驗證階段完成 | 平均損失: 1.5278 | 準確率: 0.4778 | 耗時: 0.62秒
學習率從 0.0009045084971874737 調整為 0.0008535533905932737
發現更好的模型! 保存到 checkpoints/resnet34_best.pth
新的最佳驗證準確率: 0.4778
Epoch 5/20 完成 | 總耗時: 128.26秒 | 當前最佳準確率: 0.4778

============================================================
Epoch 6/20 開始
訓練階段:
訓練 Epoch 6/20:  32%|█████████████████████████████████████████▏                                                                                      | 319/990 [00:41<01:26,  7.76it/s, loss=1.1300, acc=56.85%, time=0.121s]
 批次 10/990 | 損失: 1.3027 | 準確率: 0.5797 | 批次時間: 0.660秒
 批次 20/990 | 損失: 1.3218 | 準確率: 0.5781 | 批次時間: 0.121秒
 批次 30/990 | 損失: 1.3596 | 準確率: 0.5760 | 批次時間: 0.121秒
 批次 40/990 | 損失: 1.3895 | 準確率: 0.5660 | 批次時間: 0.121秒
 批次 50/990 | 損失: 1.3883 | 準確率: 0.5684 | 批次時間: 0.193秒
 批次 60/990 | 損失: 1.3937 | 準確率: 0.5669 | 批次時間: 0.121秒
 批次 70/990 | 損失: 1.3735 | 準確率: 0.5754 | 批次時間: 0.121秒
 批次 80/990 | 損失: 1.3744 | 準確率: 0.5754 | 批次時間: 0.121秒
 批次 90/990 | 損失: 1.3739 | 準確率: 0.5766 | 批次時間: 0.121秒
 批次 100/990 | 損失: 1.3702 | 準確率: 0.5755 | 批次時間: 0.121秒
 批次 110/990 | 損失: 1.3716 | 準確率: 0.5734 | 批次時間: 0.660秒
 批次 120/990 | 損失: 1.3651 | 準確率: 0.5764 | 批次時間: 0.121秒
 批次 130/990 | 損失: 1.3704 | 準確率: 0.5737 | 批次時間: 0.122秒
 批次 140/990 | 損失: 1.3680 | 準確率: 0.5759 | 批次時間: 0.121秒
 批次 150/990 | 損失: 1.3630 | 準確率: 0.5771 | 批次時間: 0.193秒
 批次 160/990 | 損失: 1.3641 | 準確率: 0.5775 | 批次時間: 0.121秒
 批次 170/990 | 損失: 1.3639 | 準確率: 0.5768 | 批次時間: 0.121秒
 批次 180/990 | 損失: 1.3666 | 準確率: 0.5764 | 批次時間: 0.121秒
 批次 190/990 | 損失: 1.3706 | 準確率: 0.5748 | 批次時間: 0.121秒
 批次 200/990 | 損失: 1.3755 | 準確率: 0.5735 | 批次時間: 0.121秒
 批次 210/990 | 損失: 1.3783 | 準確率: 0.5719 | 批次時間: 0.651秒
 批次 220/990 | 損失: 1.3803 | 準確率: 0.5709 | 批次時間: 0.121秒
 批次 230/990 | 損失: 1.3790 | 準確率: 0.5715 | 批次時間: 0.121秒
 批次 240/990 | 損失: 1.3812 | 準確率: 0.5709 | 批次時間: 0.121秒
 批次 250/990 | 損失: 1.3824 | 準確率: 0.5705 | 批次時間: 0.195秒
 批次 260/990 | 損失: 1.3868 | 準確率: 0.5691 | 批次時間: 0.122秒
 批次 270/990 | 損失: 1.3884 | 準確率: 0.5686 | 批次時間: 0.121秒
 批次 280/990 | 損失: 1.3879 | 準確率: 0.5693 | 批次時間: 0.121秒
 批次 290/990 | 損失: 1.3900 | 準確率: 0.5689 | 批次時間: 0.121秒
 批次 300/990 | 損失: 1.3892 | 準確率: 0.5687 | 批次時間: 0.121秒
 批次 310/990 | 損失: 1.3898 | 準確率: 0.5679 | 批次時間: 0.659秒
 批次 320/990 | 損失: 1.3880 | 準確率: 0.5685 | 批次時間: 0.121秒
 批次 330/990 | 損失: 1.3860 | 準確率: 0.5682 | 批次時間: 0.121秒
 批次 340/990 | 損失: 1.3866 | 準確率: 0.5676 | 批次時間: 0.121秒
 批次 350/990 | 損失: 1.3900 | 準確率: 0.5676 | 批次時間: 0.195秒
 批次 360/990 | 損失: 1.3919 | 準確率: 0.5674 | 批次時間: 0.121秒
 批次 370/990 | 損失: 1.3893 | 準確率: 0.5682 | 批次時間: 0.122秒
 批次 380/990 | 損失: 1.3904 | 準確率: 0.5678 | 批次時間: 0.121秒
 批次 390/990 | 損失: 1.3911 | 準確率: 0.5676 | 批次時間: 0.121秒
 批次 400/990 | 損失: 1.3931 | 準確率: 0.5673 | 批次時間: 0.121秒
 批次 410/990 | 損失: 1.3906 | 準確率: 0.5677 | 批次時間: 0.655秒
 批次 420/990 | 損失: 1.3912 | 準確率: 0.5680 | 批次時間: 0.121秒
 批次 430/990 | 損失: 1.3908 | 準確率: 0.5680 | 批次時間: 0.121秒
 批次 440/990 | 損失: 1.3898 | 準確率: 0.5679 | 批次時間: 0.121秒
 批次 450/990 | 損失: 1.3892 | 準確率: 0.5677 | 批次時間: 0.192秒
 批次 460/990 | 損失: 1.3893 | 準確率: 0.5680 | 批次時間: 0.121秒
 批次 470/990 | 損失: 1.3912 | 準確率: 0.5677 | 批次時間: 0.122秒
 批次 480/990 | 損失: 1.3930 | 準確率: 0.5674 | 批次時間: 0.121秒
 批次 490/990 | 損失: 1.3919 | 準確率: 0.5675 | 批次時間: 0.121秒
 批次 500/990 | 損失: 1.3934 | 準確率: 0.5671 | 批次時間: 0.122秒
 批次 510/990 | 損失: 1.3938 | 準確率: 0.5668 | 批次時間: 0.790秒
 批次 520/990 | 損失: 1.3938 | 準確率: 0.5668 | 批次時間: 0.121秒
 批次 530/990 | 損失: 1.3943 | 準確率: 0.5669 | 批次時間: 0.121秒
 批次 540/990 | 損失: 1.3950 | 準確率: 0.5665 | 批次時間: 0.121秒
 批次 550/990 | 損失: 1.3960 | 準確率: 0.5664 | 批次時間: 0.193秒
 批次 560/990 | 損失: 1.3974 | 準確率: 0.5659 | 批次時間: 0.121秒
 批次 570/990 | 損失: 1.3940 | 準確率: 0.5671 | 批次時間: 0.121秒
 批次 580/990 | 損失: 1.3931 | 準確率: 0.5677 | 批次時間: 0.121秒
 批次 590/990 | 損失: 1.3910 | 準確率: 0.5680 | 批次時間: 0.122秒
